LHAIJF_00485	YjzD family protein	0.999810614922097
GJHPGN_03080	Osmoprotectant transport system permease protein	0.999731671772583
EGPFLP_03640	Osmoprotectant transport system permease protein	0.999672941993538
BAPACM_17060	DUF3789 domain-containing protein	0.999652092335888
LHMNLA_01235	GTP pyrophosphokinase family protein	0.999647074175294
IOAAPN_01235	Osmoprotectant transport system permease protein	0.999647074175294
HIICJI_07200	tryptophan--tRNA ligase	0.999643751083503
MOEAIF_22025	bacteriocin-type signal sequence	0.999634447817244
ILLMLJ_08625	Transglycosylase associated protein	0.999626001963613
MAFGOJ_07125	Uncharacterized conserved protein YbdZ, MbtH family	0.999604140989851
OLMLEM_10080	DUF805 domain-containing protein	0.999517918480235
LJCFBI_08150	Group-specific protein	0.999509286362181
PEJOKA_14175	hypothetical protein	0.999459508092465
FNEOLL_02040	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.999457914586058
ENJIAN_05750	Virus attachment protein p12 family protein	0.999443291954875
NLCFLM_02810	accessory gene regulator B family protein	0.999441669445891
allorf_09426_09518		0.999424377887749
allorf_009381_009473		0.999424377887749
allorf_04376_04468		0.999424377887749
IELKKH_05580	Cyclic lactone autoinducer peptide	0.999418603990096
allorf_09562_09669		0.999415912627504
allorf_009517_009624		0.999415912627504
allorf_04512_04619		0.999415912627504
KINOJD_14665	hypothetical protein	0.999393964308682
GHLKHP_04705	Dam-replacing family	0.999392652497714
OOHLBL_10700	hypothetical protein	0.999391827074422
ACIEAI_03060	Conserved domain protein	0.999387658525144
DDFDAA_09760	Glycerate kinase	0.999386446529755
OOHLBL_10685	hypothetical protein	0.999385011787818
LFIKFL_09495	Bacteriocin-type signal sequence-containing protein	0.999367103003108
OKIKMH_07935	GTP pyrophosphokinase family protein	0.999348876129904
EPFBPK_11545	Flavodoxin	0.999317653055687
GINLMA_04400	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	0.999307786617482
FILJLM_06040	DUF1211 domain-containing protein	0.999245776407712
GMAAKK_18190	NAD(P)-dependent oxidoreductase	0.999240350703371
CECIIA_06880	DUF2892 domain-containing protein	0.999236306094257
PFLIKC_07380	DUF2013 domain-containing protein	0.999232493500618
OFIEBM_02845	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.999184898064605
OLMONE_02680	GTP pyrophosphokinase family protein	0.99918096430452
AOLNEO_13280	Dihydroneopterin aldolase	0.999179973430475
PEJOKA_13485	HNH endonuclease	0.999177701548034
NLCFLM_00510	ABC transporter permease	0.99915160489932
LOLDKH_09300	Transporter protein	0.999122940333065
PEJOKA_13450	AraC family transcriptional regulator	0.99912076354272
ELNKHC_13650	Acetyl-coenzyme A synthetase	0.999114898647697
EBJBHN_01345	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.999097592759113
DDIDDG_04580	DUF2013 domain-containing protein	0.999091365149068
NLCFLM_05245	histidine kinase	0.999079392397836
JHGBMJ_07995	Ion transporter	0.999076216309198
OKIKMH_09955	ABC-2 type transport system permease protein	0.999073015812198
LFMMLI_02220	hypothetical protein	0.999070685033428
PHFKJA_15345	Maff2 family protein	0.999045252529306
NBBJMH_12120	hypothetical protein	0.999039162773223
CEGAHB_02455	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.999035744933511
CEHPDN_08455	ABC transporter permease	0.999032263364362
AJBPED_06415	FeoB-associated Cys-rich membrane protein	0.999030517466173
DPKNLB_10135	Tripartite tricarboxylate transporter TctB family protein	0.999016794995486
NMKNOF_03395	Membrane protein	0.999015574335451
PHFKJA_15350	PcfB family protein	0.998999140434553
KGDHKH_15905	hypothetical protein	0.998995875270289
PHFKJA_13785	Dihydroorotate oxidase B, electron transfer subunit	0.99897525715249
FEJLPI_00870	Lipoprotein	0.998974218055136
HGNADM_14110	Radical SAM protein	0.998972788143983
APNHLP_16430	PD-(D/E)XK nuclease family transposase	0.998947813904583
AAFLLL_03830	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.998932309359984
MOADFP_03830	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.998932309359984
EAGELN_10470	Phospholipase_D-nuclease N-terminal	0.998924030693009
DENMDO_11170	hypothetical protein	0.998900231282629
IJPNAI_01945	hypothetical protein	0.998873139377066
CECIIA_10010	Glycine zipper family protein	0.998871708993269
NLKPIK_11595	thioether cross-link-forming SCIFF peptide maturase	0.998861328702983
EAGELN_02950	DUF2220 domain-containing protein	0.998860900981296
CCKMEK_13005	Type 2 lantibiotic, SP_1948 family	0.998852260736738
NCAODF_03250	L-proline glycine betaine binding ABC transporter protein Pron / Osmotic adaptation	0.998847110657542
DJNPPI_05400	Smalltalk protein	0.998845748127549
allorf_101741_101890		0.998842163598503
BBEHJI_14280	Fibre protein	0.998841468426018
IKMHFE_03160	lacticin 481 family lantibiotic	0.998837386141456
HDEPEA_05685	DNA-binding response regulator, OmpR family, contains REC and winged-helix (WHTH) domain	0.998837386141456
EBJBHN_05615	lacticin 481 family lantibiotic	0.998837386141456
MOADFP_05030	lacticin 481 family lantibiotic	0.998837386141456
GJHPGN_04875	lacticin 481 family lantibiotic	0.998837386141456
NDKBCK_11890	transposase	0.998835005921162
LBAIDA_05295	hypothetical protein	0.998832985876007
IOKCGO_00335	hypothetical protein	0.998832985876007
DENMDO_16440	diguanylate cyclase	0.998825748607953
LHMNLA_09095	Blp family class II bacteriocin	0.998820569219927
IOAAPN_09080	Blp family class II bacteriocin	0.998820569219927
OJMFMA_05145	Linear amide C-N hydrolases, choloylglycine hydrolase family	0.99881084025265
DDIDDG_02245	Bacteriocin immunity protein	0.99880561397398
NOCGMI_06620	Bacteriocin immunity protein	0.99880561397398
HIAALN_07085	ATP-binding cassette, subfamily B	0.998791695407366
OBMPGG_11240	hypothetical protein	0.998780340845553
IJPNAI_12765	NADH-quinone oxidoreductase subunit G	0.998776042298121
BAPACM_07425	Group-specific protein	0.998772595897926
NCJKNG_14200	Protein AbiQ	0.998764007462499
BBEHJI_01415	Cyclic lactone autoinducer peptide	0.998758709708336
KCLKHH_06985	CPBP family intramembrane metalloprotease	0.998757863190151
BKANDP_02400	hypothetical protein	0.998754126008344
OEMDBE_10990	AgrD	0.998746585091458
EMHFMI_00010	Phage protein	0.998745189483281
PFLIKC_08085	Conjugal transfer protein	0.998740636355703
FEJLPI_14705	ABC-type bacteriocin transporter	0.998738457432296
GBJPGG_08510	Lipoprotein	0.998734494462747
OEMDBE_00130	hypothetical protein	0.998729509597175
DJNPPI_05465	hypothetical protein	0.998729238446533
KALHLD_05610	Bacteriocin class II with double-glycine leader peptide	0.998727861375918
MOCIPG_03375	Bacteriocin class II with double-glycine leader peptide	0.998727861375918
EDAAEH_12615	Lipoprotein	0.998723905805985
EMHFMI_00025	Lipoprotein	0.998723905805985
IKMHFE_00570	Inner membrane protein	0.998721119869399
LHMNLA_01335	ATP-dependent Clp protease ATP-binding subunit ClpX	0.998721119869399
OFIEBM_02955	Inner membrane protein	0.998721119869399
FNEOLL_02170	Inner membrane protein	0.998721119869399
AAFLLL_03935	Inner membrane protein	0.998721119869399
EBJBHN_01240	Inner membrane protein	0.998721119869399
EGPFLP_03770	Inner membrane protein	0.998721119869399
MOADFP_03945	Inner membrane protein	0.998721119869399
GJHPGN_03190	Inner membrane protein	0.998721119869399
CIMDDF_02900	Inner membrane protein	0.998721119869399
CEGAHB_02565	Inner membrane protein	0.998721119869399
NMKNOF_06180	hydroxymethylglutaryl-CoA synthase	0.998721119869399
NCAODF_03120	Inner membrane protein	0.998721119869399
OKIKMH_08065	ATP-dependent Clp protease ATP-binding subunit ClpX	0.998721119869399
IOAAPN_01335	Inner membrane protein	0.998721119869399
IOBNNN_02895	Inner membrane protein	0.998721119869399
OLMONE_02795	ATP-dependent Clp protease ATP-binding subunit ClpX	0.998721119869399
EGGKLK_11525	Thiocillin/thiostrepton family thiazolyl peptide	0.99870689798466
MLHEJD_06270	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	0.998702318459258
JIDGJJ_00240	hypothetical protein	0.998693666303442
LBAIDO_06155	Lipoprotein	0.998682351917962
PIAAEC_11520	arginine repressor	0.998680442920951
MOBKGA_10540	hypothetical protein	0.998678833269854
